id,object_name,chain,object_type,address,number,number_original,object_type_short,street,street_length
151635,СМЕТАНА,False,кафе,"город Москва, улица Егора Абакумова, дом 9",48.0,48,кафе,улица Егора Абакумова,21
77874,Родник,False,кафе,"город Москва, улица Талалихина, дом 2/1, корпус 1",35.0,35,кафе,улица Талалихина,16
24309,Кафе «Академия»,False,кафе,"город Москва, Абельмановская улица, дом 6",95.0,95,кафе,Абельмановская улица,20
21894,ПИЦЦЕТОРИЯ,True,кафе,"город Москва, Абрамцевская улица, дом 1",40.0,40,кафе,Абрамцевская улица,18
119365,Кафе «Вишневая метель»,False,кафе,"город Москва, Абрамцевская улица, дом 9, корпус 1",50.0,50,кафе,Абрамцевская улица,18
27429,СТОЛ. ПРИ ГОУ СОШ № 1051,False,столовая,"город Москва, Абрамцевская улица, дом 15, корпус 1",240.0,240,столовая,Абрамцевская улица,18
148815,Брусника,True,кафе,"город Москва, переулок Сивцев Вражек, дом 6/2",10.0,10,кафе,переулок Сивцев Вражек,22
20957,Буфет МТУСИ,False,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",90.0,90,столовая,Авиамоторная улица,18
20958,КПФ СЕМЬЯ-1,False,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",150.0,150,столовая,Авиамоторная улица,18
28858,Столовая МТУСИ,False,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",120.0,120,столовая,Авиамоторная улица,18
148595,Пекарня 24,False,закусочная,"город Москва, Авиамоторная улица, дом 47",5.0,5,закусочная,Авиамоторная улица,18
23394,Гогиели,False,кафе,"город Москва, Авиамоторная улица, дом 49/1",24.0,24,кафе,Авиамоторная улица,18
28582,ШКОЛА 735,False,столовая,"город Москва, Авиамоторная улица, дом 51",140.0,140,столовая,Авиамоторная улица,18
22579,Алло Пицца,True,кафе,"город Москва, улица Авиаторов, дом 14",32.0,32,кафе,улица Авиаторов,15
23670,Гимназия 1542,False,столовая,"город Москва, улица Авиаторов, дом 16",270.0,270,столовая,улица Авиаторов,15
23663,Школа 1011,False,столовая,"город Москва, улица Авиаторов, дом 18",320.0,320,столовая,улица Авиаторов,15
144107,Суши Wok,True,предприятие быстрого обслуживания,"город Москва, Азовская улица, дом 3",7.0,7,фастфуд,Азовская улица,14
154654,Донер Кебаб,False,предприятие быстрого обслуживания,"город Москва, Азовская улица, дом 4",2.0,2,фастфуд,Азовская улица,14
58565,Тануки,True,ресторан,"город Москва, Большая Академическая улица, дом 65",160.0,160,ресторан,Большая Академическая улица,27
153644,Американская Лаборатория Десертов,False,кафе,"город Москва, Филипповский переулок, дом 15/5",20.0,20,кафе,Филипповский переулок,21
21950,Кафе,False,кафе,"город Москва, Алтайская улица, дом 33/7",30.0,30,кафе,Алтайская улица,15
84832,КАФЕ УЮТ,False,кафе,"город Москва, Алтуфьевское шоссе, дом 14",110.0,110,кафе,Алтуфьевское шоссе,18
26931,Долина Чайхона,False,кафе,"город Москва, Алтуфьевское шоссе, дом 14",150.0,150,кафе,Алтуфьевское шоссе,18
28751,ГБОУ Школа № 1411 (970),False,столовая,"город Москва, Алтуфьевское шоссе, дом 42Б",120.0,120,столовая,Алтуфьевское шоссе,18
125608,Кафетерий,False,кафетерий,"город Москва, Алтуфьевское шоссе, дом 56",6.0,6,кафетерий,Алтуфьевское шоссе,18
81554,Домино'с Пицца,True,кафе,"город Москва, Алтуфьевское шоссе, дом 56",24.0,24,кафе,Алтуфьевское шоссе,18
21304,РАХИМКУЛОВА Т.Х.,False,буфет,"город Москва, Алтуфьевское шоссе, дом 102Б",20.0,20,буфет,Алтуфьевское шоссе,18
29223,СТОЛОВАЯ ПРИ ГУП ОБЪЕДИНЕННЫЙ КОМБИНАТ ШКОЛЬНОГО ПИТАНИЯ,False,столовая,"город Москва, улица Амундсена, дом 10",192.0,192,столовая,улица Амундсена,15
27439,ШКОЛА 1444,False,столовая,"город Москва, Анадырский проезд, дом 55",240.0,240,столовая,Анадырский проезд,17
22767,Мархал,False,кафе,"город Москва, Ангарская улица, дом 1, корпус 2",120.0,120,кафе,Ангарская улица,15
24387,Готика,True,ресторан,"город Москва, Ангарская улица, дом 39",65.0,65,ресторан,Ангарская улица,15
29006,Гимназия № 1527,False,столовая,"город Москва, проспект Андропова, дом 17, корпус 2",240.0,240,столовая,проспект Андропова,18
70791,Кафе «Хинкальная»,False,кафе,"город Москва, проспект Андропова, дом 26",45.0,45,кафе,проспект Андропова,18
69243,Суши Wok,True,кафе,"город Москва, проспект Андропова, дом 30",4.0,4,кафе,проспект Андропова,18
25711,Рыба & мясо на углях,False,кафе,"город Москва, проспект Андропова, дом 35А",45.0,45,кафе,проспект Андропова,18
21157,Кларом,False,столовая,"город Москва, проспект Андропова, дом 38, корпус 2",24.0,24,столовая,проспект Андропова,18
127979,Месопотамия,False,ресторан,"город Москва, улица Арбат, дом 4, строение 1",50.0,50,ресторан,улица Арбат,11
24968,Му-Му,True,кафе,"город Москва, улица Арбат, дом 4, строение 1",125.0,125,кафе,улица Арбат,11
127980,Хлеб насущный,True,кафе,"город Москва, улица Арбат, дом 6/2",20.0,20,кафе,улица Арбат,11
88194,TAJJ MAHAL,True,ресторан,"город Москва, улица Арбат, дом 6/2",100.0,100,ресторан,улица Арбат,11
107496,Калифорния Дайнер,False,кафе,"город Москва, улица Арбат, дом 23, строение 1",150.0,150,кафе,улица Арбат,11
110269,Балалаечная,False,кафе,"город Москва, улица Арбат, дом 23, строение 1",49.0,49,кафе,улица Арбат,11
74969,Пиросмани,False,кафе,"город Москва, улица Арбат, дом 25/36",63.0,63,кафе,улица Арбат,11
74970,ДАНКИН ДОНАТС,True,кафе,"город Москва, улица Арбат, дом 25/36",48.0,48,кафе,улица Арбат,11
74979,Вареничная №1,True,кафе,"город Москва, улица Арбат, дом 29",120.0,120,кафе,улица Арбат,11
21723,ШОКОЛАДНИЦА,True,кафе,"город Москва, улица Арбат, дом 29",40.0,40,кафе,улица Арбат,11
24967,IL Pizzaiolo,False,ресторан,"город Москва, улица Арбат, дом 31",70.0,70,ресторан,улица Арбат,11
24973,Теремок,True,кафе,"город Москва, улица Арбат, дом 32",22.0,22,кафе,улица Арбат,11
21720,Хлеб насущный,True,кафе,"город Москва, улица Арбат, дом 32",40.0,40,кафе,улица Арбат,11
140165,Мосбург,False,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",30.0,30,кафе,улица Арбат,11
127855,Эрик Рыжий,False,ресторан,"город Москва, улица Арбат, дом 36/2, строение 1",30.0,30,ресторан,улица Арбат,11
152754,Домашняя снедь,False,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",56.0,56,кафе,улица Арбат,11
76932,Хинкальная,True,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",38.0,38,кафе,улица Арбат,11
21998,Му-Му,True,кафе,"город Москва, улица Арбат, дом 45/24",220.0,220,кафе,улица Арбат,11
27311,ВОСТОЧНЫЙ КВАРТАЛ,False,ресторан,"город Москва, улица Арбат, дом 45/24",90.0,90,ресторан,улица Арбат,11
24970,ПОЧТМЕЙСТЕР,False,ресторан,"город Москва, улица Арбат, дом 47/23",30.0,30,ресторан,улица Арбат,11
73570,БОСФОР,False,ресторан,"город Москва, улица Арбат, дом 47/23",78.0,78,ресторан,улица Арбат,11
20050,Мастер,False,ресторан,"город Москва, улица Артамонова, дом 7",20.0,20,ресторан,улица Артамонова,16
21687,Шантимель,True,кафе,"город Москва, Астраханский переулок, дом 1/15",20.0,20,кафе,Астраханский переулок,21
21065,Буфет при Астраханских банях,False,буфет,"город Москва, Астраханский переулок, дом 5/9",3.0,3,буфет,Астраханский переулок,21
27395,Столовая при школе 2097,False,столовая,"город Москва, Аэродромная улица, дом 9",240.0,240,столовая,Аэродромная улица,17
21214,Столовая,False,столовая,"город Москва, Бабаевская улица, дом 3",90.0,90,столовая,Бабаевская улица,16
21483,БУФЕТ ШК.104,False,буфет,"город Москва, улица Ивана Бабушкина, дом 15, корпус 1-2",80.0,80,буфет,улица Ивана Бабушкина,21
23843,КАРЛ БАЛЕНГ,False,кафе,"город Москва, улица Ивана Бабушкина, дом 17, корпус 1",46.0,46,кафе,улица Ивана Бабушкина,21
27474,ГБОУ Школа № 1078,False,столовая,"город Москва, Байкальская улица, дом 29",110.0,110,столовая,Байкальская улица,17
25274,Старый дворик,False,кафе,"город Москва, Байкальская улица, дом 31",50.0,50,кафе,Байкальская улица,17
124164,Пивной погребок,False,кафе,"город Москва, Бакинская улица, дом 29",15.0,15,кафе,Бакинская улица,15
27265,ТАНУКИ,True,ресторан,"город Москва, Балаклавский проспект, дом 48, корпус 1",96.0,96,ресторан,Балаклавский проспект,21
139766,Паб «ШемроК»,False,бар,"город Москва, Балаклавский проспект, дом 54",30.0,30,бар,Балаклавский проспект,21
22139,ХуанХэ,False,ресторан,"город Москва, 1-й Балтийский переулок, дом 3/25",60.0,60,ресторан,1-й Балтийский переулок,23
53084,Специализированный цех Магнолия,False,столовая,"город Москва, улица Барклая, дом 16, корпус 1",7.0,7,столовая,улица Барклая,13
59265,Кафе-бар Альбом,False,кафе,"город Москва, Новая Басманная улица, дом 12, строение 2",80.0,80,кафе,Новая Басманная улица,21
21830,Шоколадница,True,кафе,"город Москва, Бауманская улица, дом 33/2, строение 1",48.0,48,кафе,Бауманская улица,16
22366,МУ-МУ,True,кафе,"город Москва, Бауманская улица, дом 35/1",160.0,160,кафе,Бауманская улица,16
143094,Кальянный клуб Дымок Уголек,False,кафе,"город Москва, Татарская улица, дом 14",30.0,30,кафе,Татарская улица,15
22804,Домино'с Пицца,True,кафе,"город Москва, Башиловская улица, дом 3, корпус 1",10.0,10,кафе,Башиловская улица,17
22805,Хинкальная City,True,кафе,"город Москва, Башиловская улица, дом 19",63.0,63,кафе,Башиловская улица,17
28443,Свобода,False,столовая,"город Москва, Башиловская улица, дом 21",40.0,40,столовая,Башиловская улица,17
69176,Хинкальный дом Колхида,False,кафе,"город Москва, Беговая улица, дом 7",47.0,47,кафе,Беговая улица,13
155857,Глав Пирог,False,кафе,"город Москва, Беговая улица, дом 17, корпус 1",30.0,30,кафе,Беговая улица,13
27201,Розмарин,False,ресторан,"город Москва, Беговая улица, дом 28",80.0,80,ресторан,Беговая улица,13
25833,АЗЕРБАЙДЖАН,False,ресторан,"город Москва, улица Демьяна Бедного, дом 4",180.0,180,ресторан,улица Демьяна Бедного,21
26239,ОРХИДЕЯ,False,ресторан,"город Москва, Белореченская улица, дом 13, корпус 1",250.0,250,ресторан,Белореченская улица,19
28880,школа 1186,False,буфет,"город Москва, Белореченская улица, дом 17",200.0,200,буфет,Белореченская улица,19
23993,КРУЖКА,True,кафе,"город Москва, Бережковская набережная, дом 8",32.0,32,кафе,Бережковская набережная,23
20422,ПОСТ СКРИПТУМ,False,кафе,"город Москва, Бережковская набережная, дом 14",48.0,48,кафе,Бережковская набережная,23
69160,CIAO BELLA,False,кафе,"город Москва, улица Берзарина, дом 8",110.0,110,кафе,улица Берзарина,15
20344,Кафе Бар Бульвар,False,бар,"город Москва, Бескудниковский бульвар, дом 40, корпус 3",60.0,60,бар,Бескудниковский бульвар,23
24363,Вояж,False,ресторан,"город Москва, Бескудниковский бульвар, дом 57, корпус 1",80.0,80,ресторан,Бескудниковский бульвар,23
28754,ГБОУ Школа № 1411 (267),False,столовая,"город Москва, улица Бестужевых, дом 23",120.0,120,столовая,улица Бестужевых,16
115311,Жигулевское,False,кафе,"город Москва, Бибиревская улица, дом 7, корпус 1",49.0,49,кафе,Бибиревская улица,17
25933,Сестры,False,ресторан,"город Москва, улица Маршала Бирюзова, дом 4, корпус 1",60.0,60,ресторан,улица Маршала Бирюзова,22
27841,Столовая ГБОУ «Курчатовская школа»,False,столовая,"город Москва, улица Маршала Бирюзова, дом 4, корпус 2",60.0,60,столовая,улица Маршала Бирюзова,22
152892,Чайникофф,False,кафе,"город Москва, улица Маршала Бирюзова, дом 9",30.0,30,кафе,улица Маршала Бирюзова,22
22293,ЛУКУМ,False,кафе,"город Москва, улица Маршала Бирюзова, дом 12",25.0,25,кафе,улица Маршала Бирюзова,22
127674,СУШИ SHOP,False,предприятие быстрого обслуживания,"город Москва, улица Маршала Бирюзова, дом 13",12.0,12,фастфуд,улица Маршала Бирюзова,22
142568,Хинкальная (на М. Бирюзова),False,кафе,"город Москва, улица Маршала Бирюзова, дом 16",14.0,14,кафе,улица Маршала Бирюзова,22
125817,ШАУРМА ЖИ,False,закусочная,"город Москва, улица Маршала Бирюзова, дом 19",16.0,16,закусочная,улица Маршала Бирюзова,22
129397,СУШИ ВОК,True,кафе,"город Москва, улица Маршала Бирюзова, дом 19",6.0,6,кафе,улица Маршала Бирюзова,22
22292,ПРИМАВЕРА,True,ресторан,"город Москва, улица Маршала Бирюзова, дом 21",50.0,50,ресторан,улица Маршала Бирюзова,22
58827,ТРАТТОРИЯ,False,кафе,"город Москва, улица Маршала Бирюзова, дом 22, корпус 1",45.0,45,кафе,улица Маршала Бирюзова,22
69377,СУШИ STORE,False,кафе,"город Москва, улица Маршала Бирюзова, дом 28",6.0,6,кафе,улица Маршала Бирюзова,22
69159,БУЛОЧНАЯ № 5,False,кафетерий,"город Москва, улица Маршала Бирюзова, дом 28",10.0,10,кафетерий,улица Маршала Бирюзова,22
24437,Идилия,False,кафе,"город Москва, Бойцовая улица, дом 17, корпус 1",48.0,48,кафе,Бойцовая улица,14
29364,Школа № 554,False,столовая,"город Москва, Болотниковская улица, дом 47, корпус 1",70.0,70,столовая,Болотниковская улица,20
24616,Сказка Востока,False,ресторан,"город Москва, Коктебельская улица, дом 11, строение 3",420.0,420,ресторан,Коктебельская улица,19
28731,СТОЛОВАЯ ПРИ ШКОЛЕ 1494 (3),False,столовая,"город Москва, Ботаническая улица, дом 11",100.0,100,столовая,Ботаническая улица,18
24656,Хочу на дачу,False,кафе,"город Москва, 1-й Боткинский проезд, дом 2/6",48.0,48,кафе,1-й Боткинский проезд,21
22284,СТАРЫЙ БАТУМЪ,False,кафе,"город Москва, улица Академика Бочвара, дом 7, корпус 1",70.0,70,кафе,улица Академика Бочвара,23
21616,СУШИ-СЕТ,False,закусочная,"город Москва, улица Академика Бочвара, дом 7, корпус 1",5.0,5,закусочная,улица Академика Бочвара,23
24779,Кафе Русский «водочный» дом,False,кафе,"город Москва, улица Бочкова, дом 5",30.0,30,кафе,улица Бочкова,13
76961,Виктория,True,кафе,"город Москва, 2-я Брестская улица, дом 24/15",98.0,98,кафе,2-я Брестская улица,19
72564,Вареничная №1,True,кафе,"город Москва, 2-я Брестская улица, дом 43",75.0,75,кафе,2-я Брестская улица,19
28608,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,False,буфет,"город Москва, Бригадирский переулок, дом 3-5",34.0,34,буфет,Бригадирский переулок,21
28613,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,False,закусочная,"город Москва, Бригадирский переулок, дом 3-5",216.0,216,закусочная,Бригадирский переулок,21
28614,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,False,буфет,"город Москва, Бригадирский переулок, дом 3-5",12.0,12,буфет,Бригадирский переулок,21
25796,Пиццерия «АКАДЕМИЯ»,True,кафе,"город Москва, Большая Бронная улица, дом 2/6",43.0,43,кафе,Большая Бронная улица,21
129113,Чебуречная СССР,True,кафе,"город Москва, Большая Бронная улица, дом 27/4",54.0,54,кафе,Большая Бронная улица,21
136815,Местечко,False,ресторан,"город Москва, Большая Бронная улица, дом 27/4",45.0,45,ресторан,Большая Бронная улица,21
150625,Пай поинт,False,кафе,"город Москва, Большая Бронная улица, дом 27/4",20.0,20,кафе,Большая Бронная улица,21
26075,МАКДОНАЛДС,True,предприятие быстрого обслуживания,"город Москва, Большая Бронная улица, дом 29",580.0,580,фастфуд,Большая Бронная улица,21
138699,"Кафе «Есть Хинкали, пить Вино»",False,кафе,"город Москва, Малая Бронная улица, дом 4",40.0,40,кафе,Малая Бронная улица,19
138703,Кафе «Лаффа Лаффа»,False,кафе,"город Москва, Малая Бронная улица, дом 4",24.0,24,кафе,Малая Бронная улица,19
102832,Ресторан «Humans seafood bar»,False,ресторан,"город Москва, Малая Бронная улица, дом 10, строение 1",70.0,70,ресторан,Малая Бронная улица,19
125205,Ресторан «Голос»,False,ресторан,"город Москва, Малая Бронная улица, дом 10, строение 1",50.0,50,ресторан,Малая Бронная улица,19
81431,Кафе «Эстетик»,False,кафе,"город Москва, Малая Бронная улица, дом 20, строение 1",25.0,25,кафе,Малая Бронная улица,19
141006,Кафе «AVOCADO QUEEN»,False,кафе,"город Москва, Малая Бронная улица, дом 20, строение 1",40.0,40,кафе,Малая Бронная улица,19
24262,Ресторан«Uilliams»,False,ресторан,"город Москва, Малая Бронная улица, дом 20А",49.0,49,ресторан,Малая Бронная улица,19
21790,Ресторан «ДОННА КЛАРА»,False,ресторан,"город Москва, Малая Бронная улица, дом 21/13, строение 1",48.0,48,ресторан,Малая Бронная улица,19
45561,Grand Cru,True,кафе,"город Москва, Малая Бронная улица, дом 22, строение 1",45.0,45,кафе,Малая Бронная улица,19
140349,Кафе «Ladure»,False,кафе,"город Москва, Малая Бронная улица, дом 27/14",14.0,14,кафе,Малая Бронная улица,19
150881,ВГИК,False,столовая,"город Москва, Будайская улица, дом 3",45.0,45,столовая,Будайская улица,15
23261,Бильярдный Бар-клуб Полковник и Байрон,False,кафе,"город Москва, проспект Будённого, дом 1/1",10.0,10,кафе,проспект Будённого,18
25768,Пиццерия «Питто»,False,кафе,"город Москва, проспект Будённого, дом 24, корпус 1",20.0,20,кафе,проспект Будённого,18
23594,Кафе «БИРЮСА»,False,кафе,"город Москва, Булатниковская улица, дом 5, корпус 4",20.0,20,кафе,Булатниковская улица,20
26298,Чайхона №1,True,ресторан,"город Москва, улица Бутлерова, дом 22",159.0,159,ресторан,улица Бутлерова,15
25608,Шоколадница,True,кафе,"город Москва, Бутырская улица, дом 7",25.0,25,кафе,Бутырская улица,15
115498,Пекарня & Донер,False,закусочная,"город Москва, Бутырская улица, дом 9, корпус 2",10.0,0,закусочная,Бутырская улица,15
22801,Финист,False,кафе,"город Москва, Бутырская улица, дом 11",95.0,95,кафе,Бутырская улица,15
27677,ДЭЗ Минтранса России,False,столовая,"город Москва, Бутырская улица, дом 79",28.0,28,столовая,Бутырская улица,15
22996,KVARTA,False,кафе,"город Москва, Бутырская улица, дом 84",38.0,38,кафе,Бутырская улица,15
26141,Панчо Пицца,True,ресторан,"город Москва, Бутырская улица, дом 89",64.0,64,ресторан,Бутырская улица,15
26142,KFC,True,ресторан,"город Москва, Бутырская улица, дом 89",67.0,67,ресторан,Бутырская улица,15
137903,PIZZA HUT,False,кафе,"город Москва, улица Вавилова, дом 72/13",10.0,10,кафе,улица Вавилова,14
26595,IL Borgo,False,ресторан,"город Москва, улица Вавилова, дом 81",42.0,42,ресторан,улица Вавилова,14
24606,Радэа,False,кафе,"город Москва, Нахимовский проспект, владение 75А",7.0,7,кафе,Нахимовский проспект,20
142684,Кофейня Даблби,False,кафе,"город Москва, Валовая улица, дом 2-4/44, строение 1",20.0,20,кафе,Валовая улица,13
144250,Сабвей,True,кафе,"город Москва, Валовая улица, дом 6",22.0,22,кафе,Валовая улица,13
27207,ресторан «Якитория»,True,кафе,"город Москва, Валовая улица, дом 8/18",124.0,124,кафе,Валовая улица,13
24109,кафе Баловень,False,кафе,"город Москва, Валовая улица, дом 11/19",35.0,35,кафе,Валовая улица,13
24155,Советские времена,True,кафе,"город Москва, Варсонофьевский переулок, дом 6",82.0,82,кафе,Варсонофьевский переулок,24
155973,Кафе «Андерсон»,True,кафе,"город Москва, Варшавское шоссе, дом 2",150.0,150,кафе,Варшавское шоссе,16
23618,Кафе «Subway»,True,кафе,"город Москва, Варшавское шоссе, дом 7, корпус 1",36.0,36,кафе,Варшавское шоссе,16
155852,Кафе «Ламаджо»,False,кафе,"город Москва, Варшавское шоссе, дом 29",30.0,30,кафе,Варшавское шоссе,16
152556,Шаурма в пите,False,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 72, корпус 2",20.0,0,фастфуд,Варшавское шоссе,16
120658,Выпечка,False,кафетерий,"город Москва, Варшавское шоссе, дом 100",2.0,2,кафетерий,Варшавское шоссе,16
26279,Ресторан «Макдоналдс»,True,кафе,"город Москва, Варшавское шоссе, дом 143А",70.0,70,кафе,Варшавское шоссе,16
149568,Суши,False,предприятие быстрого обслуживания,"город Москва, улица Маршала Василевского, дом 3, корпус 1",20.0,0,фастфуд,улица Маршала Василевского,26
27388,ШКОЛЬНАЯ СТОЛОВАЯ № 1874,False,столовая,"город Москва, улица Маршала Василевского, дом 11, корпус 1",150.0,150,столовая,улица Маршала Василевского,26
22301,МАКДОНАЛДС,True,предприятие быстрого обслуживания,"город Москва, улица Маршала Василевского, дом 17",45.0,45,фастфуд,улица Маршала Василевского,26
158148,Кофе «Кофе собой»,False,кафе,"город Москва, Васильевская улица, дом 2, корпус 1",10.0,10,кафе,Васильевская улица,18
24269,Кафе «КАЛИНКА-Д»,False,кафе,"город Москва, Васильевская улица, дом 4",98.0,98,кафе,Васильевская улица,18
27131,ТАНУКИ,True,ресторан,"город Москва, Велозаводская улица, дом 6",114.0,114,ресторан,Велозаводская улица,19
28501,Авлабар,False,ресторан,"город Москва, Велозаводская улица, дом 6",40.0,40,ресторан,Велозаводская улица,19
128946,Суши Сет,True,магазин (отдел кулинарии),"город Москва, Вельяминовская улица, дом 6",3.0,3,магазин,Вельяминовская улица,20
141687,Пироговая Рогова,False,кафе,"город Москва, проспект Вернадского, дом 9/10",42.0,42,кафе,проспект Вернадского,20
148853,Кафе контдитерская Кузина,False,кафе,"город Москва, проспект Вернадского, дом 11/19",5.0,5,кафе,проспект Вернадского,20
149149,Суши WoK,True,кафе,"город Москва, проспект Вернадского, дом 11/19",8.0,8,кафе,проспект Вернадского,20
128511,Аморе,False,кафе,"город Москва, проспект Вернадского, дом 11/19",10.0,10,кафе,проспект Вернадского,20
24875,Шоколад,True,кафе,"город Москва, проспект Вернадского, дом 11/19",50.0,50,кафе,проспект Вернадского,20
143755,Тирольские пироги,True,магазин (отдел кулинарии),"город Москва, проспект Вернадского, дом 13",10.0,10,магазин,проспект Вернадского,20
24604,Кафе 35,False,кафе,"город Москва, улица Кравченко, дом 24/35",40.0,40,кафе,улица Кравченко,15
23763,Столовая «ОП МГУ КП МГУ СТОЛОВАЯ 12»,False,столовая,"город Москва, проспект Вернадского, дом 37",240.0,240,столовая,проспект Вернадского,20
19716,Буфет,False,буфет,"город Москва, проспект Вернадского, дом 86, строение 1",40.0,40,буфет,проспект Вернадского,20
69990,Панорама 93,False,ресторан,"город Москва, проспект Вернадского, дом 93",60.0,60,ресторан,проспект Вернадского,20
20147,Кафе «Пекарня «Мюнгер»»,False,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",30.0,30,кафе,проспект Вернадского,20
19989,ГудБар,False,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",40.0,40,кафе,проспект Вернадского,20
19761,Бар «Фитнес-бар»,False,бар,"город Москва, проспект Вернадского, дом 103, корпус 1",24.0,24,бар,проспект Вернадского,20
19700,Кафе «ТЕАТР НА ЮГО-ЗАПАДЕ»,False,кафе,"город Москва, проспект Вернадского, дом 125",20.0,20,кафе,проспект Вернадского,20
24646,Угол,False,кафе,"город Москва, Верхняя улица, дом 3, корпус 2",71.0,71,кафе,Верхняя улица,13
155529,Пекарня №1,False,закусочная,"город Москва, Весковский переулок, дом 4",10.0,10,закусочная,Весковский переулок,19
20632,БАР В ФИТНЕС КЛУБЕ,False,бар,"город Москва, Глазовский переулок, дом 5",4.0,4,бар,Глазовский переулок,19
27991,СТОЛОВАЯ ПРИ ВОЕНТОРГБАЗ ФКП «5113ЦТЗБ»,False,столовая,"город Москва, улица Вешних Вод, дом 6, корпус 1",100.0,100,столовая,улица Вешних Вод,16
23169,МАРИНА,False,кафе,"город Москва, улица Вешних Вод, дом 8, корпус 2",90.0,90,кафе,улица Вешних Вод,16
23185,Кафе-бар «Караоке MyzOn»,False,кафе,"город Москва, Вешняковская улица, дом 2",32.0,32,кафе,Вешняковская улица,18
29549,ПРИ ШКОЛЕ 781,False,столовая,"город Москва, Вешняковская улица, дом 2",220.0,220,столовая,Вешняковская улица,18
20900,БУФЕТ-РАЗДАТОЧНАЯ,False,буфет,"город Москва, улица Вилиса Лациса, дом 23, корпус 1",16.0,16,буфет,улица Вилиса Лациса,19
27372,Столовая ГБОУ СОШ №1399,False,столовая,"город Москва, улица Вилиса Лациса, дом 33, корпус 1",120.0,120,столовая,улица Вилиса Лациса,19
80410,Гамбринус,True,ресторан,"город Москва, 1-я Владимирская улица, дом 9",50.0,50,ресторан,1-я Владимирская улица,22
23229,Пицца Фабрика,True,кафе,"город Москва, 1-я Владимирская улица, дом 14",18.0,18,кафе,1-я Владимирская улица,22
126956,"Шаурма, куры-гриль",False,предприятие быстрого обслуживания,"город Москва, 1-я Владимирская улица, дом 21",20.0,0,фастфуд,1-я Владимирская улица,22
120580,Французская пекарня Delice,False,магазин (отдел кулинарии),"город Москва, 1-я Владимирская улица, дом 39/12",12.0,12,магазин,1-я Владимирская улица,22
21449,Буфет при ЦО №1852,False,буфет,"город Москва, 2-я Владимирская улица, дом 22",40.0,40,буфет,2-я Владимирская улица,22
73331,Суши фиш,False,предприятие быстрого обслуживания,"город Москва, 2-я Владимирская улица, дом 36",3.0,3,фастфуд,2-я Владимирская улица,22
77929,Subway,True,кафе,"город Москва, 2-я Владимирская улица, дом 36",14.0,14,кафе,2-я Владимирская улица,22
149531,"Шаурма, куры-гриль",False,предприятие быстрого обслуживания,"город Москва, 2-я Владимирская улица, дом 44/10",20.0,0,фастфуд,2-я Владимирская улица,22
149428,Домино'с Пицца,True,кафе,"город Москва, 2-я Владимирская улица, дом 52, корпус 2",18.0,18,кафе,2-я Владимирская улица,22
25814,Домино'с Пицца,True,кафе,"город Москва, 3-я Владимирская улица, дом 6",8.0,8,кафе,3-я Владимирская улица,22
124201,"Шаурма, выпечка",False,предприятие быстрого обслуживания,"город Москва, 3-я Владимирская улица, дом 27",20.0,0,фастфуд,3-я Владимирская улица,22
27244,Тануки,True,ресторан,"город Москва, 3-я Владимирская улица, дом 29",100.0,100,ресторан,3-я Владимирская улица,22
21590,ШКОЛА 190 ФИЛИАЛ,False,буфет,"город Москва, улица Архитектора Власова, дом 11, корпус 1",30.0,30,буфет,улица Архитектора Власова,25
25786,Алло Пицца,True,предприятие быстрого обслуживания,"город Москва, улица Архитектора Власова, дом 47",40.0,40,фастфуд,улица Архитектора Власова,25
29605,СТОЛОВАЯ ПРИ ИНСТИТУТЕ ИМ. ПУШКИНА,False,столовая,"город Москва, улица Академика Волгина, дом 6",95.0,95,столовая,улица Академика Волгина,23
24872,Хинкальная,True,кафе,"город Москва, улица Академика Волгина, дом 29, корпус 1",80.0,80,кафе,улица Академика Волгина,23
26051,ДУРДИНЪ,False,ресторан,"город Москва, Волгоградский проспект, дом 4",200.0,200,ресторан,Волгоградский проспект,22
22005,Кафе «Якитория»,True,кафе,"город Москва, Волгоградский проспект, дом 15",158.0,158,кафе,Волгоградский проспект,22
150836,ГБОУ Школа №1468,False,столовая,"город Москва, Волгоградский проспект, дом 17, строение 1",104.5,0,столовая,Волгоградский проспект,22
25583,Кафе «Чебурекас»,False,кафе,"город Москва, Волгоградский проспект, дом 17, строение 1",65.0,65,кафе,Волгоградский проспект,22
27215,Кафе «Тануки»,True,ресторан,"город Москва, Волгоградский проспект, дом 17",150.0,150,ресторан,Волгоградский проспект,22
156659,Loft 17,False,бар,"город Москва, Волгоградский проспект, дом 17",55.0,55,бар,Волгоградский проспект,22
