id,object_name,chain,object_type,address,number,number_original,object_type_short,street,street_length
29320,Столовая,False,столовая,"город Москва, Каширское шоссе, дом 31",680.0,680,столовая,Каширское шоссе,15
28994,КОМБИНАТ ПИТАНИЯ УЧАЩИХСЯ ПРИ ГОС.ОБРАЗ.УЧ.МГКЭМИТ,False,столовая,"город Москва, улица Академика Миллионщикова, дом 20",244.0,244,столовая,улица Академика Миллионщикова,29
142987,Бистро «Burger shaw»,False,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 39",20.0,0,фастфуд,Варшавское шоссе,16
26942,Ресторан «Джон Сильвер»,False,ресторан,"город Москва, Каширское шоссе, дом 24, строение 3",80.0,80,ресторан,Каширское шоссе,15
28128,ЧИП-ГЕО ГЕОЛОГИЧЕСКИЙ ЦЕНТР,False,столовая,"город Москва, Варшавское шоссе, дом 39А",140.0,140,столовая,Варшавское шоссе,16
74715,Кафе «Шварцкайзер»,False,кафе,"город Москва, улица Москворечье, дом 31, корпус 2",40.0,40,кафе,улица Москворечье,17
92524,Предприятие быстрого обслуживания «СушиШоп»,True,кафе,"город Москва, Кантемировская улица, дом 7, корпус 1",20.0,20,кафе,Кантемировская улица,20
124662,Пекарня,False,магазин (отдел кулинарии),"город Москва, Кантемировская улица, дом 7, корпус 1",8.5,0,магазин,Кантемировская улица,20
75497,Столовая,False,столовая,"город Москва, Промышленная улица, дом 11, строение 2",45.0,45,столовая,Промышленная улица,18
80992,Ресторан «Кухня Полли»,False,ресторан,"город Москва, Бирюлёвская улица, дом 38, строение 3",85.0,85,ресторан,Бирюлёвская улица,17
25773,Пиццерия «Домино'с Пицца»,True,предприятие быстрого обслуживания,"город Москва, Бирюлёвская улица, дом 38",10.0,10,фастфуд,Бирюлёвская улица,17
29575,ШКОЛА 494 «КДП»,False,столовая,"город Москва, Автозаводская улица, дом 15",300.0,300,столовая,Автозаводская улица,19
23703,Белая ночь,False,кафе,"город Москва, Кленовый бульвар, дом 12",60.0,60,кафе,Кленовый бульвар,16
124198,Кафе «PRIME» Прайм стар,True,кафе,"город Москва, Нижняя Радищевская улица, дом 10, строение 1",22.0,22,кафе,Нижняя Радищевская улица,24
22021,Кафе «Кружка»,True,кафе,"город Москва, Нижняя Радищевская улица, дом 10, строение 1",98.0,98,кафе,Нижняя Радищевская улица,24
25012,МОНТЕРОССО,False,кафе,"город Москва, Воронцовская улица, дом 2/10, строение 1",58.0,58,кафе,Воронцовская улица,18
120402,Нияма Пицца Пи,True,ресторан,"город Москва, Воронцовская улица, дом 2/10, строение 1",99.0,99,ресторан,Воронцовская улица,18
72172,Стейк и Пинта,False,кафе,"город Москва, Нижняя Радищевская улица, дом 10, строение 4",80.0,80,кафе,Нижняя Радищевская улица,24
124823,Лайт Кафе,False,кафе,"город Москва, Нижняя Радищевская улица, дом 14/2, строение 1",30.0,30,кафе,Нижняя Радищевская улица,24
83961,Ресторан Dewars Powerhouse,False,ресторан,"город Москва, Гончарная улица, дом 7/4, строение 1",95.0,95,ресторан,Гончарная улица,15
25826,Черная кошка,False,ресторан,"город Москва, Воронцовская улица, дом 6, строение 1",60.0,60,ресторан,Воронцовская улица,18
26741,Семь пятниц,False,ресторан,"город Москва, Воронцовская улица, дом 6, строение 1",225.0,225,ресторан,Воронцовская улица,18
24307,АРУБА,False,кафе,"город Москва, Народная улица, дом 4, строение 1",40.0,40,кафе,Народная улица,14
77237,Берега,False,кафе,"город Москва, Яузская улица, дом 8, строение 2",52.0,52,кафе,Яузская улица,13
29155,ШКОЛА 2104,False,столовая,"город Москва, 1-й Котельнический переулок, дом 5, строение 2",35.0,35,столовая,1-й Котельнический переулок,27
25007,КОФЕ ХАУС. ЭКСПРЕССО И КАПУЧИНО БАР,True,кафе,"город Москва, Нижняя Радищевская улица, дом 5, строение 2",58.0,58,кафе,Нижняя Радищевская улица,24
22026,Кафе «Ваби-Саби»,True,кафе,"город Москва, Нижняя Радищевская улица, дом 5, строение 2",98.0,98,кафе,Нижняя Радищевская улица,24
152970,Московский государственный открытый педагогический университет им. М.А. Шолохова,False,столовая,"город Москва, Верхняя Радищевская улица, дом 16, строение 1",10.0,10,столовая,Верхняя Радищевская улица,25
28417,УСЗ «МИНТОПЭНЕРГО»,False,столовая,"город Москва, Китайгородский проезд, дом 7, строение 3",25.0,25,столовая,Китайгородский проезд,21
28411,ХОЗУ МИНКУЛЬТУРЫ РФ,False,столовая,"город Москва, Китайгородский проезд, дом 7, строение 3",250.0,250,столовая,Китайгородский проезд,21
29302,Строительный колледж № 26 СП 6,False,столовая,"город Москва, улица Трофимова, дом 27, корпус 2, строение 5",240.0,240,столовая,улица Трофимова,15
143708,Кафе «Кафетериус»,False,кафетерий,"город Москва, Восточная улица, дом 4, корпус 1",15.0,15,кафетерий,Восточная улица,15
29328,КОЛЛЕДЖ НАВИГАТОРОВ ИМЕНИ ШАШКОВА С.А.,False,столовая,"город Москва, Судостроительная улица, дом 44, строение 1",300.0,300,столовая,Судостроительная улица,22
21229,БУФЕТ-РОЗДАТОЧНАЯ ПРИ ЦСО,False,буфет,"город Москва, Коломенская улица, дом 5, корпус 3",300.0,300,буфет,Коломенская улица,17
27094,Караоке-Бар «Брюсофф»,False,бар,"город Москва, проспект Андропова, дом 48, строение 2",49.0,49,бар,проспект Андропова,18
23678,ПАЛЕО,False,кафе,"город Москва, Нагатинская улица, дом 25, строение 1",47.0,47,кафе,Нагатинская улица,17
20856,БУФЕТ-РОЗДАТОЧНАЯ ПРИ ЛИЦЕИ ХУДОЖЕСТВЕННОГО ТЕКСТИ,False,буфет,"город Москва, Якорная улица, дом 6",200.0,200,буфет,Якорная улица,13
29841,КДП « КЕТЕРИНГ»,False,столовая,"город Москва, Якорная улица, дом 6",200.0,200,столовая,Якорная улица,13
29749,Бургер Кинг,True,предприятие быстрого обслуживания,"город Москва, улица Ленинская Слобода, дом 17",89.0,89,фастфуд,улица Ленинская Слобода,23
133471,Кафе «Марукамэ»,True,кафе,"город Москва, улица Ленинская Слобода, дом 17",40.0,40,кафе,улица Ленинская Слобода,23
20716,Пивной трактир «Охота»,False,бар,"город Москва, Нагатинская улица, дом 22, корпус 1",30.0,30,бар,Нагатинская улица,17
20679,БАР В ФИЗК.-ОЗДОР.КОМПЛЕКСЕ,False,бар,"город Москва, Автозаводская улица, дом 21",8.0,8,бар,Автозаводская улица,19
23668,Кафе «Хинкальная»,False,кафе,"город Москва, Нагатинская улица, дом 31",28.0,28,кафе,Нагатинская улица,17
29003,ШКОЛА 492 «КДП»,False,столовая,"город Москва, Судостроительная улица, дом 32, корпус 3",240.0,240,столовая,Судостроительная улица,22
29004,ШКОЛА 514 «КДП»,False,столовая,"город Москва, Коломенская набережная, дом 16",300.0,300,столовая,Коломенская набережная,22
28997,ШКОЛА 507 КДП,False,столовая,"город Москва, улица Садовники, дом 13",250.0,250,столовая,улица Садовники,15
21583,ШКОЛА №1272,False,столовая,"город Москва, 1-й Кожуховский проезд, дом 17",120.0,120,столовая,1-й Кожуховский проезд,22
28996,ШКОЛА 574 КДП,False,столовая,"город Москва, Высокая улица, дом 6",210.0,210,столовая,Высокая улица,13
29324,ШКОЛА 1523 «КДП»,False,столовая,"город Москва, Кленовый бульвар, дом 21",50.0,50,столовая,Кленовый бульвар,16
21537,ШКОЛА 463 «КДП»,False,буфет,"город Москва, Судостроительная улица, дом 10, корпус 1",200.0,200,буфет,Судостроительная улица,22
24551,KFC,True,предприятие быстрого обслуживания,"город Москва, улица Ленинская Слобода, дом 17, строение 2",60.0,60,фастфуд,улица Ленинская Слобода,23
133573,Пицца Хат,True,кафе,"город Москва, улица Ленинская Слобода, дом 17, строение 2",3.0,3,кафе,улица Ленинская Слобода,23
114318,ШАУРМА,False,предприятие быстрого обслуживания,"город Москва, Судостроительная улица, дом 29",20.0,0,фастфуд,Судостроительная улица,22
23702,Табриз,False,кафе,"город Москва, Судостроительная улица, дом 29",50.0,50,кафе,Судостроительная улица,22
25633,КОФЕЙНЯ «КАПУЧИНОФФ»,False,кафе,"город Москва, проспект Андропова, дом 37",50.0,50,кафе,проспект Андропова,18
69779,Pizzamento,False,кафе,"город Москва, проспект Андропова, дом 37",50.0,50,кафе,проспект Андропова,18
145688,Louis,False,кафе,"город Москва, проспект Андропова, дом 37",35.0,35,кафе,проспект Андропова,18
156868,Вкусные пончики,False,предприятие быстрого обслуживания,"город Москва, Судостроительная улица, дом 23, корпус 1",20.0,0,фастфуд,Судостроительная улица,22
126190,Пивбар «Коломенское»,False,бар,"город Москва, проспект Андропова, дом 48",45.0,45,бар,проспект Андропова,18
141478,Пиццерия «Папа Джонс»,True,предприятие быстрого обслуживания,"город Москва, улица Садовники, дом 3",8.0,8,фастфуд,улица Садовники,15
23708,Райский дворик,False,кафе,"город Москва, Коломенская набережная, дом 18, строение 4",40.0,40,кафе,Коломенская набережная,22
147916,Донер бистро,False,предприятие быстрого обслуживания,"город Москва, Гончарная набережная, дом 9/16, строение 3",20.0,0,фастфуд,Гончарная набережная,20
83970,Кафе Чайхона №1,True,кафе,"город Москва, Таганская площадь, дом 12, строение 5",225.0,225,кафе,Таганская площадь,17
78171,Караоке «ЭХО»,False,кафе,"город Москва, Таганская площадь, дом 12, строение 5",58.0,58,кафе,Таганская площадь,17
152674,Cofe Mix,False,предприятие быстрого обслуживания,"город Москва, Таганская площадь, дом 12, строение 5",20.0,0,фастфуд,Таганская площадь,17
69665,Гурия,False,ресторан,"город Москва, Таганская площадь, дом 12, строение 5",98.0,98,ресторан,Таганская площадь,17
150827,ГБОУ Школа №498,False,столовая,"город Москва, улица Малые Каменщики, дом 18",104.5,0,столовая,улица Малые Каменщики,21
21181,ШКОЛА 2104,False,буфет,"город Москва, 5-й Котельнический переулок, дом 8",60.0,60,буфет,5-й Котельнический переулок,27
29156,ШКОЛА 498,False,столовая,"город Москва, Народная улица, дом 11/2",60.0,60,столовая,Народная улица,14
155310,Чайхана Халва,False,кафе,"город Москва, Верхняя Радищевская улица, дом 16, строение 2",40.0,40,кафе,Верхняя Радищевская улица,25
83953,Мегрелия,False,кафе,"город Москва, улица Большие Каменщики, дом 1",50.0,50,кафе,улица Большие Каменщики,23
25014,Клуб Дорффман,False,ресторан,"город Москва, улица Большие Каменщики, дом 1",80.0,80,ресторан,улица Большие Каменщики,23
29300,"Строительный колледж № 26, СП 2",False,столовая,"город Москва, 5-я Кожуховская улица, дом 26, строение 1",120.0,120,столовая,5-я Кожуховская улица,21
29305,ШКОЛА 2056,False,столовая,"город Москва, 2-й Южнопортовый проезд, дом 11, строение 1",220.0,220,столовая,2-й Южнопортовый проезд,23
29303,ШКОЛА 2056,False,столовая,"город Москва, улица Петра Романова, дом 16",100.0,100,столовая,улица Петра Романова,20
29309,ШКОЛА 485,False,столовая,"город Москва, 3-й Кожуховский проезд, дом 3А",120.0,120,столовая,3-й Кожуховский проезд,22
29306,ШКОЛА 506,False,столовая,"город Москва, улица Трофимова, дом 13А",80.0,80,столовая,улица Трофимова,15
29307,ШКОЛА 513,False,столовая,"город Москва, 1-я улица Машиностроения, дом 3/5А",90.0,90,столовая,1-я улица Машиностроения,24
29304,ШКОЛА 513,False,столовая,"город Москва, 1-я улица Машиностроения, дом 12, корпус 2",180.0,180,столовая,1-я улица Машиностроения,24
29311,ШКОЛА 1274,False,столовая,"город Москва, 1-я Дубровская улица, дом 16",120.0,120,столовая,1-я Дубровская улица,20
81144,Никола Тесла,False,ресторан,"город Москва, Шарикоподшипниковская улица, дом 38, строение 1",90.0,90,ресторан,Шарикоподшипниковская улица,27
20768,Шаурма,False,предприятие быстрого обслуживания,"город Москва, Снежная улица, дом 13, корпус 1",1.0,1,фастфуд,Снежная улица,13
83879,Бир хаус,True,кафе,"город Москва, Снежная улица, дом 13, корпус 1",90.0,90,кафе,Снежная улица,13
23159,К111,False,кафе,"город Москва, Ярославское шоссе, дом 111",45.0,45,кафе,Ярославское шоссе,17
26933,Де Бассус,False,кафе,"город Москва, Ярославское шоссе, дом 111",300.0,300,кафе,Ярославское шоссе,17
26935,НИКАЛА,False,ресторан,"город Москва, Ярославское шоссе, дом 10",80.0,80,ресторан,Ярославское шоссе,17
135894,Кальянный дворик,False,кафе,"город Москва, улица Малыгина, дом 1, строение 2",40.0,40,кафе,улица Малыгина,14
82524,СТОЛОВАЯ МГПУ,False,столовая,"город Москва, 2-й Сельскохозяйственный проезд, дом 4, строение 1",150.0,150,столовая,2-й Сельскохозяйственный проезд,31
26184,Бир н ролл,False,кафе,"город Москва, проспект Мира, дом 196, строение 1",65.0,65,кафе,проспект Мира,13
28270,ЦСО,False,столовая,"город Москва, Магаданская улица, дом 9",40.0,40,столовая,Магаданская улица,17
25705,Караоке ХО,False,кафе,"город Москва, проезд Русанова, дом 25",48.0,48,кафе,проезд Русанова,15
23115,Кафе,False,кафе,"город Москва, проезд Русанова, дом 17",48.0,48,кафе,проезд Русанова,15
89459,Домино'с Пицца,True,кафе,"город Москва, улица Малыгина, дом 20",20.0,20,кафе,улица Малыгина,14
156483,Dolce Gamarjoba,False,кафе,"город Москва, улица Малыгина, дом 20",28.0,28,кафе,улица Малыгина,14
27993,СТОЛОВАЯ ПРИ ОАО «Хибинский 16»,False,столовая,"город Москва, Хибинский проезд, дом 16",60.0,60,столовая,Хибинский проезд,16
58801,Кафе ГБУК Московское кино,False,кафетерий,"город Москва, Снежная улица, дом 18",4.0,4,кафетерий,Снежная улица,13
28783,СТОЛОВАЯ-ДОГОТОВОЧНАЯ ПРИ ШКОЛЕ 1094,False,столовая,"город Москва, Палехская улица, дом 137",300.0,300,столовая,Палехская улица,15
27465,СТОЛОВАЯ-ДОГОТОВОЧНАЯ ПРИ ШКОЛЕ 760,False,столовая,"город Москва, Ярославское шоссе, дом 147",240.0,240,столовая,Ярославское шоссе,17
28706,СТОЛОВАЯ (ГБОУ «Школа №1558имени Росалии де Кастро»),False,столовая,"город Москва, Печорская улица, дом 18",300.0,300,столовая,Печорская улица,15
27468,СТОЛОВАЯ-ДОГОТОВОЧНАЯ ПРИ ШКОЛЕ 1099,False,столовая,"город Москва, улица Ротерта, дом 5",300.0,300,столовая,улица Ротерта,13
28696,СТОЛОВАЯ (ГБПОУ «1-ый МОК»),False,столовая,"город Москва, Староватутинский проезд, дом 6",140.0,140,столовая,Староватутинский проезд,23
144425,ГБОУ Школа № 1499,False,столовая,"город Москва, Малахитовая улица, дом 15",150.0,150,столовая,Малахитовая улица,17
28730,КОЛЛЕДЖ СОВРЕМЕННЫХ ТЕХНОЛОГИЙ,False,столовая,"город Москва, Анадырский проезд, дом 51",120.0,120,столовая,Анадырский проезд,17
27463,СТОЛОВАЯ-ДОГОТОВОЧНАЯ ПРИ ШКОЛЕ 750,False,столовая,"город Москва, Палехская улица, дом 8",240.0,240,столовая,Палехская улица,15
27438,ШКОЛА 529,False,столовая,"город Москва, 2-я Напрудная улица, дом 17",240.0,240,столовая,2-я Напрудная улица,19
28698,СТОЛОВАЯ (ГБОУ «Школа №1558 имени Росалии де Кастро»),False,столовая,"город Москва, Ленская улица, дом 24",240.0,240,столовая,Ленская улица,13
28707,СТОЛОВАЯ (ГБОУ «Школа №1095»),False,столовая,"город Москва, улица Менжинского, дом 30",240.0,240,столовая,улица Менжинского,17
28705,СТОЛОВАЯ (ГБОУ «Школа № 281»),False,столовая,"город Москва, Радужная улица, дом 7",240.0,240,столовая,Радужная улица,14
28702,СТОЛОВАЯ (ГБОУ «Школа №281»),False,столовая,"город Москва, Ленская улица, дом 6",240.0,240,столовая,Ленская улица,13
28701,СТОЛОВАЯ (ГБОУ «Школа №1095»),False,столовая,"город Москва, Олонецкий проезд, дом 6",240.0,240,столовая,Олонецкий проезд,16
28697,СТОЛОВАЯ (ГБОУ «Школа №281»),False,буфет,"город Москва, улица Рудневой, дом 10",60.0,60,буфет,улица Рудневой,14
27442,ШКОЛА 1778,False,столовая,"город Москва, улица Коминтерна, дом 52",240.0,240,столовая,улица Коминтерна,16
27461,СТОЛОВАЯ-ДОГОТОВОЧНАЯ ПРИ ШКОЛЕ 1374,False,столовая,"город Москва, Федоскинская улица, дом 4",240.0,240,столовая,Федоскинская улица,18
29213,СТОЛОВАЯ ПРИ ГБОУ Школа № 1503,False,столовая,"город Москва, улица Павла Корчагина, дом 1, строение 1",200.0,200,столовая,улица Павла Корчагина,21
29226,СТОЛОВАЯ ПРИ ЛИЦЕЕ 1537,False,столовая,"город Москва, улица Проходчиков, дом 9",50.0,50,столовая,улица Проходчиков,17
28700,СТОЛОВАЯ (ГБОУ «Школа №1095»),False,столовая,"город Москва, Енисейская улица, дом 32, корпус 3",300.0,300,столовая,Енисейская улица,16
27437,ШКОЛА 762,False,столовая,"город Москва, Норильская улица, дом 4",300.0,300,столовая,Норильская улица,16
144383,КАФЕ,False,кафе,"город Москва, Сельскохозяйственная улица, дом 15, корпус 1",40.0,40,кафе,Сельскохозяйственная улица,26
23163,ПАЛЕХСКИЙ ДВОРИК,False,кафе,"город Москва, Палехская улица, дом 126",95.0,95,кафе,Палехская улица,15
23010,ПРЕЗИДЕНТ-ОТЕЛЬ «ЛОСЬ»,False,кафе,"город Москва, Таймырская улица, дом 1, строение 1",77.0,77,кафе,Таймырская улица,16
84525,Колледж градостроительства и предпринимательства,False,столовая,"город Москва, Анадырский проезд, дом 79, строение 1",100.0,100,столовая,Анадырский проезд,17
27469,СТОЛОВАЯ ПРИ МОСКОВСКОМ ЭЛЕКТРОМЕХАНИЧЕСКОМ КОЛЛЕДЖЕ №55,False,столовая,"город Москва, Хибинский проезд, дом 12",80.0,80,столовая,Хибинский проезд,16
28708,СТОЛОВАЯ ( АСОУ),False,столовая,"город Москва, Енисейская улица, дом 3, корпус 3",100.0,100,столовая,Енисейская улица,16
29214,СТОЛОВАЯ при ГБОУ Школа № 1503,False,столовая,"город Москва, улица Павла Корчагина, дом 18",100.0,100,столовая,улица Павла Корчагина,21
144435,ГБПОУ «1-й МОК» СП № 2 факультет дизайна,False,столовая,"город Москва, улица Докукина, дом 16, корпус 2",160.0,160,столовая,улица Докукина,14
29228,"СТОЛОВАЯ ПРИ КОЛЛЕДЖАХ №№ 12,124",False,столовая,"город Москва, Хибинский проезд, дом 10",200.0,200,столовая,Хибинский проезд,16
29227,СТОЛОВАЯ ПРИ УПКИ МОСГОРТЕПЛО,False,столовая,"город Москва, Ярославское шоссе, дом 13, корпус 1",100.0,100,столовая,Ярославское шоссе,17
28784,СТОЛОВАЯ ПРИ МОСКОВСКОМ КОЛЛЕДЖЕ ГРАДОСТРОИТЕЛЬСТВА,False,столовая,"город Москва, Хибинский проезд, дом 6",40.0,40,столовая,Хибинский проезд,16
29523,СТОЛОВАЯ ПРИ СТРОИТЕЛЬНОМ КОЛЛЕДЖЕ N12,False,столовая,"город Москва, улица Павла Корчагина, дом 17",100.0,100,столовая,улица Павла Корчагина,21
23022,СВЕТЛАНА,False,кафе,"город Москва, Таёжная улица, дом 1",45.0,45,кафе,Таёжная улица,13
29520,СТОЛОВАЯ ПРИ ПОЛИТЕХНИЧЕСКОМ КОЛЛЕДЖЕ N13,False,столовая,"город Москва, Ярославская улица, дом 14, строение 1",160.0,160,столовая,Ярославская улица,17
29215,ДАТА-УТА МОСКОВСКИЙ ОТКРЫТЫЙ УНИВЕРСИТЕТ,False,столовая,"город Москва, улица Павла Корчагина, дом 22, строение 1",35.0,35,столовая,улица Павла Корчагина,21
25667,КОФЕЙНЯ,False,кафе,"город Москва, Ярославская улица, дом 10, корпус 2",18.0,18,кафе,Ярославская улица,17
91490,САБВЕЙ,True,кафе,"город Москва, Сельскохозяйственная улица, дом 17, корпус 1",25.0,25,кафе,Сельскохозяйственная улица,26
69846,КОФЕ БИН,False,кафе,"город Москва, Сельскохозяйственная улица, дом 17, корпус 1",20.0,20,кафе,Сельскохозяйственная улица,26
25234,Ресторан ЯРОСЛАВСКИЙ,False,кафе,"город Москва, Ярославская улица, дом 8, корпус 1",80.0,80,кафе,Ярославская улица,17
27441,ШКОЛА 1188,False,столовая,"город Москва, 1-я Напрудная улица, дом 13",300.0,300,столовая,1-я Напрудная улица,19
29224,СТОЛОВАЯ ПРИ ГУП ОБЪЕДИНЕННЫЙ КОМБИНАТ ШКОЛЬНОГО ПИТАНИЯ,False,столовая,"город Москва, улица Седова, дом 12",180.0,180,столовая,улица Седова,12
29517,СТОЛОВАЯ при ГБОУ Школа № 293 им. А.Т. Твардовского,False,столовая,"город Москва, улица Космонавтов, дом 5",200.0,200,столовая,улица Космонавтов,17
21526,БУФЕТ при ГУП «Объединенный комбинат школьного питания»,False,столовая,"город Москва, улица Амундсена, дом 11, корпус 3",42.0,42,столовая,улица Амундсена,15
27440,ШКОЛА 751,False,столовая,"город Москва, Таймырская улица, дом 5",240.0,240,столовая,Таймырская улица,16
149070,КАФЕ АО ГОСТИНИЦА «ТУРИСТ»,False,кафе,"город Москва, Сельскохозяйственная улица, дом 17, корпус 7",40.0,40,кафе,Сельскохозяйственная улица,26
25703,ТРАКТИР У ТИМОФЕЕЧА,False,кафе,"город Москва, Ярославская улица, дом 8, корпус 7",42.0,42,кафе,Ярославская улица,17
22895,КАФЕ ПРИ ГОСТИНИЦЕ ЯРОСЛАВСКАЯ,False,кафе,"город Москва, Ярославская улица, дом 8, корпус 7",24.0,24,кафе,Ярославская улица,17
22903,ПИВНОЙ РЕСТОРАН «ШТИРЛИЦ»,False,кафе,"город Москва, Ярославская улица, дом 10, корпус 5",70.0,70,кафе,Ярославская улица,17
72598,КАФЕ АО ГОСТИНИЦА «ТУРИСТ»,False,кафе,"город Москва, Сельскохозяйственная улица, дом 17, корпус 5",65.0,65,кафе,Сельскохозяйственная улица,26
23109,РЕСТОРАН «ТУРИСТ»,False,ресторан,"город Москва, Сельскохозяйственная улица, дом 17, корпус 3",130.0,130,ресторан,Сельскохозяйственная улица,26
22185,Кафе «СОНАТА»,False,кафе,"город Москва, Ярославская улица, дом 8, корпус 2",50.0,50,кафе,Ярославская улица,17
74586,Эгоистка,False,кафе,"город Москва, проспект Мира, дом 7, строение 3",40.0,40,кафе,проспект Мира,13
124443,Хорошее дело,False,кафе,"город Москва, Большой Сухаревский переулок, дом 25, строение 1",40.0,40,кафе,Большой Сухаревский переулок,28
142073,SoupMe Ресторан в стакане,False,кафе,"город Москва, Малый Сухаревский переулок, дом 9, строение 1",9.0,9,кафе,Малый Сухаревский переулок,26
22472,М Арс,False,кафе,"город Москва, Пушкарёв переулок, дом 5",48.0,48,кафе,Пушкарёв переулок,17
27980,СТОЛОВАЯ,False,столовая,"город Москва, улица Докукина, дом 16, корпус 1",100.0,100,столовая,улица Докукина,14
147962,Антикафе «Нулевой километр»,False,кафетерий,"город Москва, улица Сретенка, дом 7",35.0,35,кафетерий,улица Сретенка,14
141493,Ирландский паб «Шон О Нилл»,False,бар,"город Москва, улица Кузнецкий Мост, дом 11, строение 1",100.0,100,бар,улица Кузнецкий Мост,20
72587,Шоколадница,True,кафе,"город Москва, улица Кузнецкий Мост, дом 11, строение 1",96.0,96,кафе,улица Кузнецкий Мост,20
71392,Джаганнат,True,ресторан,"город Москва, улица Кузнецкий Мост, дом 11, строение 1",45.0,45,ресторан,улица Кузнецкий Мост,20
28469,Столовая «Щи-борщи,False,столовая,"город Москва, Маломосковская улица, дом 10",80.0,80,столовая,Маломосковская улица,20
20313,Кафе ФГУП ГК «Славянка»,False,кафе,"город Москва, Суворовская площадь, дом 2, строение 1",40.0,40,кафе,Суворовская площадь,19
68315,Кофе Хаус,True,кафе,"город Москва, проспект Мира, дом 42",60.0,60,кафе,проспект Мира,13
140274,Столовая в ГБУЗ МО МОНИКИ им. М.Ф. Владимирского,False,столовая,"город Москва, улица Щепкина, дом 61/2, строение 34",100.0,100,столовая,улица Щепкина,13
22496,Слава,False,кафе,"город Москва, проспект Мира, дом 21, строение 2",30.0,30,кафе,проспект Мира,13
78308,Райский пирожок,False,кафе,"город Москва, проспект Мира, дом 26, строение 1",24.0,24,кафе,проспект Мира,13
26003,Мадам Галифе,False,ресторан,"город Москва, проспект Мира, дом 26, строение 1",60.0,60,ресторан,проспект Мира,13
139657,Kusselita,False,кафе,"город Москва, проспект Мира, дом 26, строение 1",36.0,36,кафе,проспект Мира,13
136627,Хачапури,True,кафе,"город Москва, проспект Мира, дом 26, строение 1",130.0,130,кафе,проспект Мира,13
125336,Upside Down Cake,False,кафе,"город Москва, проспект Мира, дом 26, строение 1",50.0,50,кафе,проспект Мира,13
144012,Тин Вудман Бар,False,бар,"город Москва, проспект Мира, дом 26, строение 1",20.0,20,бар,проспект Мира,13
28691,СТОЛОВАЯ ПРИ МОСКОВСКОМ КОЛЕДЖЕ ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА,False,столовая,"город Москва, Кучин переулок, дом 14, строение 1",134.0,134,столовая,Кучин переулок,14
25446,Андерсон,True,кафе,"город Москва, улица Гиляровского, дом 39, строение 3",90.0,90,кафе,улица Гиляровского,18
20910,Буфет при ВУЗе,False,буфет,"город Москва, улица Рождественка, дом 11, строение 4",40.0,0,буфет,улица Рождественка,18
20838,КАФЕТЕРИЙ (СЛУЖЕБНЫЙ) ГОСТИНИЦЫ «КОСМОС»,False,кафе,"город Москва, проспект Мира, дом 150",50.0,50,кафе,проспект Мира,13
20705,Бар «ПАБ»,False,бар,"город Москва, проспект Мира, дом 150",50.0,50,бар,проспект Мира,13
22882,КАФЕ «КОСМОС»,False,кафе,"город Москва, проспект Мира, дом 150",35.0,35,кафе,проспект Мира,13
22894,Кафе «САКВОЯЖ»,False,кафе,"город Москва, проспект Мира, дом 150",110.0,110,кафе,проспект Мира,13
20248,Ночной клуб «СОЛЯРИС»,False,бар,"город Москва, проспект Мира, дом 150",100.0,100,бар,проспект Мира,13
20646,Шоколадница,True,бар,"город Москва, проспект Мира, дом 150",150.0,150,бар,проспект Мира,13
20352,Бар «ТЕРРАСА»,False,бар,"город Москва, проспект Мира, дом 150",100.0,100,бар,проспект Мира,13
25758,Ресторан «ПИККОЛО ДИАБОЛО»,False,ресторан,"город Москва, проспект Мира, дом 150",150.0,150,ресторан,проспект Мира,13
26992,Ресторан «ПЛАНЕТА КОСМОС»,False,ресторан,"город Москва, проспект Мира, дом 150",25.0,25,ресторан,проспект Мира,13
27015,БАНКЕТНЫЙ ЗАЛ «ГАЛАКТИКА»,False,ресторан,"город Москва, проспект Мира, дом 150",250.0,250,ресторан,проспект Мира,13
27016,БАНКЕТНЫЙ ЗАЛ «ВЕЧЕРНИЙ-КОСМОС»,False,ресторан,"город Москва, проспект Мира, дом 150",250.0,250,ресторан,проспект Мира,13
27017,РЕСТОРАН «КАЛИНКА»,False,ресторан,"город Москва, проспект Мира, дом 150",127.0,127,ресторан,проспект Мира,13
27110,Ресторан «Золотые пруды»,False,ресторан,"город Москва, проспект Мира, дом 150",50.0,50,ресторан,проспект Мира,13
23049,Кафе ИП Цатурян,False,кафе,"город Москва, Звёздный бульвар, дом 21, строение 1",32.0,32,кафе,Звёздный бульвар,16
22471,ГОСТИНИЧНЫЙ КОМПЛЕКС МО РФ СЛАВЯНКА,False,кафе,"город Москва, Суворовская площадь, дом 2, строение 3",80.0,80,кафе,Суворовская площадь,19
21204,БАР «НА 1-М ЭТАЖЕ ФГУП ТТЦ «ОСТАНКИНО»»,False,бар,"город Москва, улица Академика Королёва, дом 19",15.0,15,бар,улица Академика Королёва,24
28275,СТОЛОВАЯ 1-Й ЭТАЖ ФГУП ТТЦ «ОСТАНКИНО»,False,столовая,"город Москва, улица Академика Королёва, дом 19",126.0,126,столовая,улица Академика Королёва,24
22493,Серебряный век,False,ресторан,"город Москва, Театральный проезд, дом 3, строение 2",80.0,80,ресторан,Театральный проезд,18
